x,y
0.010374153885699955,-0.0746089285528017
0.5018745921487388,-0.09500991866608342
0.4957732931341461,0.03720392102492193
0.13382952895927658,0.9996937009514792
0.14211108545453854,0.8277997891321457
0.21855867562607822,1.3431371308065094
0.41850818051045247,0.6407025766568334
0.24810116841355911,0.5247821971184261
0.08405965116535008,0.8108570104999221
0.3454986400504001,0.629410260984959
0.16677634653232143,1.027483297747327
0.878559085532659,-0.693511820956017
0.9509640316267165,-0.025815380434163704
0.038748375832319826,0.25504765675331703
0.699107391398761,-0.9067025087613663
0.5727598155694092,-0.9375029981472272
0.8980071182251496,-0.18747150111083222
0.6668989729196366,-0.8592224189072105
0.5478377830464816,-0.4147128673013163
0.7024274240680553,-0.5703425644056388
0.3864771696146654,0.8227045670178283
0.6944386777644582,-0.8677625775119874
0.8248704645005481,-0.7474059956405277
0.46566847536726585,0.23256821383265824
0.9405244095266561,-0.6862126737811565
0.8037397700123178,-1.3254964673867617
0.9833592482243325,0.17165630982883523
0.1696362575837671,1.191678915922159
0.5210847114597973,0.02999444375300256
0.9455174169762407,-0.242958251987545
0.6495404631604762,-0.5160581192814927
0.8608319232256967,-0.4207536055950934
0.9708460120902251,-0.055374553302259516
0.18554168693446071,1.2188636883393713
0.2431156753134085,1.2641206967402017
0.8734008431011248,-0.8732355889131802
0.9062772769235077,-0.3111872773486511
0.7582779867966488,-1.3046129276349372
0.3469019537755197,0.14283351797987764
0.46353471398405754,0.4311052740662684
0.6105377408481294,-0.760553127281165
0.496281717671187,0.6054567011302211
0.4779740135383469,-0.23536939703842352
0.43555546476634577,0.6757354014151263
0.8704082964265311,-0.7994524649464418
0.18735864706142158,1.0047814627724305
0.6876740931926751,-1.2529594705405422
0.7035291738013881,-0.2372715349082024
0.9252000772711074,-0.5368429597444754
0.03945481767426706,0.8546108094552846
0.6471167135451114,-0.8228182132483413
0.638053984717385,-1.1282498703551047
0.461697662470697,-0.0037168265518792987
0.053059424485393025,0.7226534374080735
0.03857092316235833,0.06639132321684607
0.16953141420787687,0.8995002490818087
0.7945478869785394,-0.5423091955461314
0.16260604656008082,1.1775520095311292
0.1387386997795519,0.46046924758061053
0.3529169532326819,0.7105094471677522
0.4844984551528021,0.5650526186807526
0.6977363851237776,-1.1104554694371696
0.801156431695686,-0.6606088775256502
0.2667743770719413,1.057814082783583
0.9094762092582502,-0.9122140678016855
0.022866949969676864,0.23454699746846502
0.3751227624957739,0.5270470138595816
0.1996333286482247,0.9872618184848747
0.3428052291614103,0.5975017977451753
0.4441122950440465,0.5371487544965776
0.49813961036179266,-0.0062062109351758675
0.41434632479962163,0.786546291569443
0.21425596288493742,0.6477130527258813
0.2166397127268621,0.9256571614495364
0.2323071272464986,1.3134109714392233
0.7290856206264126,-0.6202092269771708
0.4159186670147922,0.810003417744347
0.5838981780137995,-0.24486419157353506
0.4943366051327067,-0.18415350656705962
0.4300468142111865,0.5575805722415722
0.7347658170361696,-0.8016031912159961
0.5562164868036489,-0.2673456253427559
0.3026306416600065,1.1579837563877702
0.970798194813456,-0.31344822798478844
0.22484261212330414,1.2256789116994669
0.13876915695467273,0.6873947349349937
0.6149324753622187,-0.912891706931243
0.49192893928474624,-0.3932219581301353
0.1831527336532205,1.2453018088581933
0.1093105151646997,0.27505385200746063
0.5395755249234239,-0.5542749718973148
0.2892992815482438,0.4983300116283211
0.10305405184612337,1.2160932382472898
0.49060154817431567,0.6260133237470071
0.6320916847324551,-0.9775005176710815
0.03796921692694821,-0.31112503859207596
0.5001079204417592,-0.2334940913427155
0.0835434299294453,0.30686396423714357
0.7913182347443759,-1.1126905162399912
0.7580360249227713,-0.8861463929375988
